Cancel Date,Client code,Service,Service Price,Staff,Booking Date,Canceled By,Cancel Description,Days
2024-05-23,CUST739,MANICURE,80,Amit Patel,2024-05-23,Amit Patel,Rescheduled,0
2024-05-14,CUST624,HAIRSTYLING,100,Sarah Wilson,2023-12-06,Ravi Kumar,Service issue,160
2024-08-21,CUST842,MAKEUP,70,Amit Patel,2024-08-21,Michael Brown,Emergency closure,0
2024-04-11,CUST496,MANICURE,50,Priya Sharma,2024-01-31,Ravi Kumar,Double-booked,71
2024-01-03,CUST205,SKINCARE,85,Mei Ling,2024-01-03,Mei Ling,Client no-show,0
2024-06-26,CUST479,SKINCARE,80,Anjali Singh,2024-06-26,Li Wei,Staff unavailable,0
2024-06-20,CUST103,FACIAL,50,Mei Ling,2024-06-20,Jane Smith,Emergency closure,0
2024-03-18,CUST168,NAILART,15,Yuki Tanaka,2023-12-28,Li Wei,Client canceled,81
2024-07-12,CUST560,MAKEUP,25,Anjali Singh,2024-06-14,Emily Davis,Service issue,28
2024-08-28,CUST970,BODYSCRUB,35,Sofia Chen,2024-07-19,Sarah Wilson,Staff unavailable,40
2024-07-31,CUST666,PEDICURE,60,Anjali Singh,2024-07-31,Emily Davis,Double-booked,0
2024-07-24,CUST716,NAILART,120,Mei Ling,2024-07-24,Li Wei,Client no-show,0
2024-01-14,CUST515,WAXING,50,Kunal Joshi,2024-01-07,Sofia Chen,Double-booked,7
2024-03-09,CUST586,SKINCARE,55,Anjali Singh,2024-03-07,Priya Sharma,Emergency closure,2
2024-04-20,CUST736,EYEBROWTHREADING,60,Sofia Chen,2024-02-19,Anjali Singh,Client no-show,61
2024-08-31,CUST067,HAIRSTYLING,85,Sofia Chen,2024-07-25,Sofia Chen,Rescheduled,37
2024-09-02,CUST047,HAIRCUT,40,John Doe,2024-04-21,Sofia Chen,Client canceled,134
2024-07-05,CUST690,MANICURE,50,Anjali Singh,2024-07-05,Priya Sharma,Rescheduled,0
2024-09-11,CUST608,SKINCARE,25,Li Wei,2024-09-11,Priya Sharma,Rescheduled,0
2024-08-26,CUST244,NAILART,60,Sarah Wilson,2024-08-26,Mei Ling,Double-booked,0
2024-06-14,CUST129,MAKEUP,120,Michael Brown,2023-11-17,Michael Brown,Emergency closure,210
2024-08-05,CUST543,EYEBROWTHREADING,70,Jane Smith,2024-04-12,Sarah Wilson,Client canceled,115
2024-07-17,CUST863,NAILART,50,Sofia Chen,2024-01-15,Sarah Wilson,Client no-show,184
2024-02-23,CUST663,HAIRCUT,30,Emily Davis,2024-02-17,Sofia Chen,Client no-show,6
2024-09-10,CUST951,EYEBROWTHREADING,85,Michael Brown,2024-09-10,Ravi Kumar,Service issue,0
2024-08-11,CUST010,WAXING,35,Priya Sharma,2024-08-11,Mei Ling,Staff unavailable,0
2024-05-26,CUST814,HAIRCUT,25,Ravi Kumar,2023-11-08,Yuki Tanaka,Service issue,200
2024-05-29,CUST269,HAIRCOLOR,45,Anjali Singh,2024-05-29,Yuki Tanaka,Service issue,0
2024-08-27,CUST043,MASSAGE,45,Mei Ling,2024-08-27,Takeshi Yamada,Client no-show,0
2024-08-07,CUST095,HAIRCOLOR,55,Jane Smith,2024-08-07,Sofia Chen,Double-booked,0
2024-09-21,CUST044,BODYSCRUB,60,Emily Davis,2024-09-21,Jane Smith,Rescheduled,0
2024-04-20,CUST782,NAILART,25,Michael Brown,2024-04-20,Anjali Singh,Emergency closure,0
2024-09-09,CUST667,SKINCARE,80,Anjali Singh,2024-05-12,Priya Sharma,Rescheduled,120
2024-10-06,CUST039,SKINCARE,120,John Doe,2024-07-09,Michael Brown,Rescheduled,89
2024-10-05,CUST931,SKINCARE,35,Ravi Kumar,2024-10-05,Amit Patel,Client canceled,0
2024-10-14,CUST999,MASSAGE,70,Jane Smith,2023-12-14,Priya Sharma,Client no-show,305
2024-06-29,CUST404,HAIRCOLOR,50,Sarah Wilson,2024-03-28,Jane Smith,Emergency closure,93
2024-08-21,CUST476,MASSAGE,50,Yuki Tanaka,2023-11-05,Ravi Kumar,Double-booked,290
2024-07-16,CUST180,SPATREATMENT,45,John Doe,2023-12-25,Emily Davis,Client canceled,204
2024-04-04,CUST055,NAILART,50,Emily Davis,2024-02-25,Kunal Joshi,Staff unavailable,39
2024-04-11,CUST264,MASSAGE,35,Priya Sharma,2023-12-04,Emily Davis,Double-booked,129
2024-09-24,CUST618,PEDICURE,30,Jane Smith,2024-09-24,Li Wei,Service issue,0
2024-04-21,CUST083,MANICURE,40,John Doe,2024-02-17,Jane Smith,Double-booked,64
2024-10-07,CUST801,MANICURE,55,Ravi Kumar,2024-02-29,Li Wei,Double-booked,221
2024-02-18,CUST467,PEDICURE,100,Sarah Wilson,2024-01-03,Sofia Chen,Rescheduled,46
2024-08-17,CUST259,EYEBROWTHREADING,15,John Doe,2024-07-10,Amit Patel,Double-booked,38
2024-07-06,CUST800,FACIAL,55,Amit Patel,2024-07-06,John Doe,Service issue,0
2024-03-16,CUST560,EYEBROWTHREADING,60,Sarah Wilson,2024-03-16,Priya Sharma,Service issue,0
2024-08-29,CUST065,HAIRCUT,30,Yuki Tanaka,2024-08-29,John Doe,Client no-show,0
2024-10-12,CUST266,MAKEUP,55,Emily Davis,2024-03-20,Ravi Kumar,Double-booked,206
2024-07-09,CUST502,HAIRCUT,70,Priya Sharma,2024-07-09,Sofia Chen,Rescheduled,0
2024-08-05,CUST444,MASSAGE,45,Ravi Kumar,2024-06-07,Sarah Wilson,Double-booked,59
2024-03-15,CUST548,HAIRCOLOR,85,Li Wei,2024-03-15,Priya Sharma,Staff unavailable,0
2024-09-23,CUST419,HAIRCOLOR,60,Anjali Singh,2024-09-23,Li Wei,Staff unavailable,0
2024-06-19,CUST479,MANICURE,50,Mei Ling,2024-04-15,Sarah Wilson,Rescheduled,65
2024-02-22,CUST776,HAIRSTYLING,25,Takeshi Yamada,2024-02-22,Michael Brown,Client no-show,0
2024-03-19,CUST910,EYEBROWTHREADING,70,Kunal Joshi,2023-11-24,Takeshi Yamada,Client no-show,116
2024-07-27,CUST891,SPATREATMENT,60,Kunal Joshi,2024-07-27,Amit Patel,Service issue,0
2024-09-23,CUST921,NAILART,85,Mei Ling,2023-12-02,Takeshi Yamada,Service issue,296
2024-04-13,CUST077,BODYSCRUB,120,Takeshi Yamada,2024-04-13,Amit Patel,Client canceled,0
2024-06-09,CUST376,WAXING,50,Mei Ling,2023-11-03,Emily Davis,Rescheduled,219
2024-03-19,CUST293,HAIRCOLOR,55,Jane Smith,2024-03-19,Mei Ling,Double-booked,0
2024-07-07,CUST049,NAILART,55,Emily Davis,2024-04-26,Priya Sharma,Emergency closure,72
2024-08-25,CUST281,WAXING,60,Ravi Kumar,2024-08-25,Li Wei,Rescheduled,0
2024-07-11,CUST093,NAILART,25,Sarah Wilson,2024-07-11,Takeshi Yamada,Client canceled,0
2024-03-27,CUST543,MASSAGE,120,Jane Smith,2024-03-20,Ravi Kumar,Service issue,7
2024-05-08,CUST824,WAXING,50,Emily Davis,2024-05-08,John Doe,Rescheduled,0
2024-08-10,CUST192,BODYSCRUB,85,Anjali Singh,2024-04-17,Yuki Tanaka,Rescheduled,115
2024-09-02,CUST360,NAILART,40,Amit Patel,2024-09-02,Kunal Joshi,Service issue,0
2024-08-20,CUST537,PEDICURE,55,Kunal Joshi,2024-02-22,Ravi Kumar,Client canceled,180
2024-09-14,CUST421,BODYSCRUB,85,Ravi Kumar,2024-09-14,Sarah Wilson,Service issue,0
2024-02-09,CUST230,WAXING,30,Mei Ling,2024-02-09,Sarah Wilson,Client no-show,0
2024-07-21,CUST258,BODYSCRUB,55,John Doe,2024-07-21,Takeshi Yamada,Double-booked,0
2024-04-29,CUST521,NAILART,85,Li Wei,2023-12-30,Kunal Joshi,Service issue,121
2024-05-24,CUST180,FACIAL,80,Ravi Kumar,2024-05-24,Jane Smith,Client canceled,0
2024-08-12,CUST422,NAILART,45,Sofia Chen,2024-08-12,Michael Brown,Staff unavailable,0
2024-10-21,CUST239,NAILART,15,Priya Sharma,2024-03-03,Priya Sharma,Client no-show,232
2024-10-04,CUST963,MASSAGE,35,Takeshi Yamada,2024-07-10,Amit Patel,Staff unavailable,86
2024-07-07,CUST187,EYEBROWTHREADING,45,Emily Davis,2024-02-21,Anjali Singh,Emergency closure,137
2024-01-08,CUST561,PEDICURE,15,Michael Brown,2024-01-08,Yuki Tanaka,Service issue,0
2024-05-08,CUST678,SPATREATMENT,70,Anjali Singh,2024-01-11,Li Wei,Client no-show,118
2024-04-02,CUST982,HAIRCOLOR,85,Amit Patel,2023-11-22,Ravi Kumar,Double-booked,132
2024-09-20,CUST063,HAIRCUT,15,Anjali Singh,2024-08-27,Li Wei,Service issue,24
2024-03-17,CUST276,EYEBROWTHREADING,50,Ravi Kumar,2024-02-12,Sarah Wilson,Double-booked,34
2023-12-24,CUST282,HAIRCUT,40,Kunal Joshi,2023-12-24,Mei Ling,Rescheduled,0
2024-09-19,CUST149,MASSAGE,80,Takeshi Yamada,2024-01-20,Emily Davis,Staff unavailable,243
2024-05-25,CUST913,PEDICURE,30,Michael Brown,2023-12-23,John Doe,Client no-show,154
2024-10-23,CUST256,SKINCARE,85,Sofia Chen,2024-10-23,Michael Brown,Double-booked,0
2024-10-15,CUST511,NAILART,30,Sarah Wilson,2024-10-15,Mei Ling,Client canceled,0
2024-05-21,CUST587,SKINCARE,25,John Doe,2024-05-21,Michael Brown,Double-booked,0
2024-07-17,CUST955,SKINCARE,55,Michael Brown,2024-05-02,Jane Smith,Client canceled,76
2024-08-11,CUST139,MAKEUP,85,Emily Davis,2024-05-16,Anjali Singh,Service issue,87
2024-08-18,CUST723,MANICURE,35,Mei Ling,2024-08-18,Takeshi Yamada,Client no-show,0
2024-10-01,CUST391,SKINCARE,85,Sofia Chen,2024-10-01,Takeshi Yamada,Double-booked,0
2024-04-17,CUST025,HAIRCOLOR,60,John Doe,2024-04-17,Sarah Wilson,Emergency closure,0
2024-03-28,CUST136,FACIAL,40,Li Wei,2024-03-28,Emily Davis,Double-booked,0
2024-07-08,CUST712,MANICURE,60,Amit Patel,2024-07-08,Kunal Joshi,Emergency closure,0
2024-02-02,CUST224,MASSAGE,85,Mei Ling,2024-02-02,Priya Sharma,Client no-show,0
2024-10-04,CUST042,EYEBROWTHREADING,80,Ravi Kumar,2024-10-03,Kunal Joshi,Double-booked,1
2024-09-18,CUST519,FACIAL,15,Michael Brown,2023-12-23,Mei Ling,Client canceled,270
2024-02-04,CUST986,BODYSCRUB,30,Kunal Joshi,2024-02-04,Michael Brown,Double-booked,0
2024-09-04,CUST965,WAXING,80,John Doe,2024-09-04,Amit Patel,Staff unavailable,0
2024-04-29,CUST872,MAKEUP,85,Priya Sharma,2024-04-29,Jane Smith,Service issue,0
2024-07-06,CUST990,FACIAL,15,Jane Smith,2023-11-10,Amit Patel,Rescheduled,239
2024-09-21,CUST666,SPATREATMENT,30,Priya Sharma,2024-09-21,Emily Davis,Client canceled,0
2024-01-14,CUST710,SKINCARE,15,Sarah Wilson,2024-01-14,Priya Sharma,Staff unavailable,0
2024-03-17,CUST825,MASSAGE,35,Priya Sharma,2024-03-05,Priya Sharma,Emergency closure,12
2024-06-02,CUST043,HAIRSTYLING,40,Li Wei,2024-02-19,Mei Ling,Service issue,104
2024-06-13,CUST152,WAXING,45,Sarah Wilson,2024-02-16,Li Wei,Client no-show,118
2024-06-28,CUST029,HAIRCUT,120,Sofia Chen,2024-06-28,Jane Smith,Client canceled,0
2024-05-07,CUST264,HAIRCOLOR,70,Amit Patel,2024-05-07,Yuki Tanaka,Rescheduled,0
2024-06-24,CUST723,HAIRCUT,80,Sofia Chen,2024-06-24,Priya Sharma,Service issue,0
2024-09-18,CUST058,FACIAL,55,Jane Smith,2024-09-18,Priya Sharma,Emergency closure,0
2024-10-06,CUST234,HAIRCUT,80,Emily Davis,2024-05-09,Mei Ling,Rescheduled,150
2024-07-28,CUST013,SPATREATMENT,120,Amit Patel,2024-07-28,Sarah Wilson,Client no-show,0
2024-10-09,CUST961,MASSAGE,45,Priya Sharma,2024-07-03,Sofia Chen,Client no-show,98
2024-02-25,CUST021,BODYSCRUB,100,Kunal Joshi,2024-02-25,Jane Smith,Emergency closure,0
2024-03-20,CUST906,EYEBROWTHREADING,50,Anjali Singh,2024-01-18,Amit Patel,Client canceled,62
2024-10-16,CUST713,HAIRCOLOR,35,Emily Davis,2024-03-20,Emily Davis,Emergency closure,210
2024-03-17,CUST009,SPATREATMENT,85,Amit Patel,2024-03-17,Priya Sharma,Double-booked,0
2024-06-24,CUST311,SPATREATMENT,35,Amit Patel,2024-06-24,Priya Sharma,Client no-show,0
2024-02-24,CUST933,HAIRCUT,120,Jane Smith,2024-02-24,Takeshi Yamada,Service issue,0
2024-02-04,CUST446,SKINCARE,85,Ravi Kumar,2024-02-04,Anjali Singh,Double-booked,0
2024-05-11,CUST346,HAIRCUT,55,Priya Sharma,2024-05-11,Sarah Wilson,Staff unavailable,0
2024-04-18,CUST571,FACIAL,60,Jane Smith,2024-03-25,Priya Sharma,Rescheduled,24
2024-04-27,CUST127,EYEBROWTHREADING,15,Amit Patel,2023-11-01,Sofia Chen,Double-booked,178
2024-06-15,CUST934,MANICURE,50,John Doe,2024-06-15,Anjali Singh,Rescheduled,0
2024-10-20,CUST173,HAIRCUT,40,Emily Davis,2024-08-22,Takeshi Yamada,Emergency closure,59
2024-02-02,CUST781,MASSAGE,40,Jane Smith,2024-02-02,John Doe,Double-booked,0
2024-09-24,CUST877,HAIRSTYLING,120,Ravi Kumar,2024-08-12,Sarah Wilson,Emergency closure,43
2024-02-07,CUST670,HAIRCOLOR,35,Takeshi Yamada,2023-12-29,Emily Davis,Staff unavailable,40
2024-09-26,CUST246,NAILART,40,Michael Brown,2024-09-12,Michael Brown,Client no-show,14
2024-03-09,CUST744,HAIRCUT,55,Sofia Chen,2024-03-09,Jane Smith,Staff unavailable,0
2024-07-23,CUST381,MASSAGE,100,Amit Patel,2024-05-31,Mei Ling,Client no-show,53
2024-05-31,CUST359,MASSAGE,80,Priya Sharma,2024-05-31,Emily Davis,Emergency closure,0
2024-04-26,CUST742,HAIRCOLOR,25,Anjali Singh,2024-04-26,Yuki Tanaka,Client no-show,0
2024-10-18,CUST581,MANICURE,55,Michael Brown,2024-10-18,Jane Smith,Rescheduled,0
2024-05-15,CUST106,MASSAGE,85,Sarah Wilson,2024-01-04,Anjali Singh,Service issue,132
2024-04-27,CUST851,HAIRSTYLING,70,Kunal Joshi,2024-03-11,Li Wei,Staff unavailable,47
2024-09-10,CUST423,MASSAGE,120,Kunal Joshi,2024-06-19,Mei Ling,Double-booked,83
2024-06-11,CUST252,MASSAGE,60,Yuki Tanaka,2024-06-11,Ravi Kumar,Staff unavailable,0
2023-11-08,CUST318,MASSAGE,15,Yuki Tanaka,2023-10-29,Amit Patel,Rescheduled,10
2024-01-30,CUST720,BODYSCRUB,70,Mei Ling,2023-11-25,John Doe,Client no-show,66
2024-03-24,CUST297,BODYSCRUB,15,Ravi Kumar,2024-03-24,Sarah Wilson,Rescheduled,0
2024-08-21,CUST426,MANICURE,30,Anjali Singh,2023-12-04,Priya Sharma,Client canceled,261
2024-10-20,CUST001,HAIRCUT,70,Takeshi Yamada,2024-01-03,Li Wei,Client canceled,291
2024-06-15,CUST875,MASSAGE,25,Takeshi Yamada,2024-06-15,Takeshi Yamada,Double-booked,0
2024-10-12,CUST464,MAKEUP,35,Mei Ling,2024-07-06,Yuki Tanaka,Rescheduled,98
2024-05-22,CUST195,EYEBROWTHREADING,100,Ravi Kumar,2024-02-01,Li Wei,Emergency closure,111
2024-10-14,CUST077,MAKEUP,80,Priya Sharma,2024-03-20,Emily Davis,Double-booked,208
2024-08-22,CUST664,HAIRCUT,80,John Doe,2024-08-22,John Doe,Emergency closure,0
2024-10-03,CUST256,MANICURE,100,Priya Sharma,2024-10-03,Michael Brown,Double-booked,0
2024-06-25,CUST324,SKINCARE,50,Sofia Chen,2024-06-25,Kunal Joshi,Client canceled,0
2024-08-30,CUST800,SKINCARE,30,Michael Brown,2024-08-30,Jane Smith,Double-booked,0
2024-07-12,CUST584,PEDICURE,15,Emily Davis,2024-07-12,Jane Smith,Client canceled,0
2024-08-26,CUST425,MAKEUP,25,Takeshi Yamada,2023-12-24,Emily Davis,Client no-show,246
2024-01-12,CUST100,HAIRCUT,40,Kunal Joshi,2023-12-27,Sofia Chen,Emergency closure,16
2024-08-10,CUST899,HAIRCUT,70,Ravi Kumar,2023-12-09,Sofia Chen,Rescheduled,245
2024-09-22,CUST761,WAXING,30,Priya Sharma,2024-01-23,Priya Sharma,Double-booked,243
2024-06-12,CUST151,FACIAL,55,Emily Davis,2024-06-01,Yuki Tanaka,Client canceled,11
2024-09-17,CUST880,NAILART,120,Sofia Chen,2024-07-30,Ravi Kumar,Staff unavailable,49
2024-09-15,CUST357,WAXING,70,Amit Patel,2023-12-04,Amit Patel,Emergency closure,286
2024-06-14,CUST121,HAIRSTYLING,25,Sarah Wilson,2024-06-14,Mei Ling,Double-booked,0
2024-03-06,CUST663,BODYSCRUB,60,Michael Brown,2024-02-19,Michael Brown,Service issue,16
2024-09-20,CUST458,BODYSCRUB,60,Sofia Chen,2024-09-20,Priya Sharma,Client no-show,0
2024-10-17,CUST062,FACIAL,85,Sofia Chen,2024-10-17,John Doe,Client no-show,0
2024-08-28,CUST882,HAIRCOLOR,30,Priya Sharma,2024-07-25,Sofia Chen,Staff unavailable,34
2024-08-27,CUST522,HAIRCOLOR,35,John Doe,2024-08-27,Ravi Kumar,Client canceled,0
2024-09-24,CUST940,MANICURE,25,Mei Ling,2024-09-24,Ravi Kumar,Double-booked,0
2024-09-20,CUST869,SPATREATMENT,25,Takeshi Yamada,2024-09-20,Yuki Tanaka,Emergency closure,0
2024-04-18,CUST990,FACIAL,100,Sarah Wilson,2024-04-18,Emily Davis,Client canceled,0
2024-08-15,CUST837,NAILART,55,Michael Brown,2024-08-15,Michael Brown,Client no-show,0
2024-03-29,CUST762,HAIRCUT,35,Amit Patel,2024-03-29,Anjali Singh,Client canceled,0
2024-04-20,CUST945,HAIRCOLOR,55,Amit Patel,2023-12-04,Mei Ling,Client no-show,138
2024-05-08,CUST791,NAILART,15,Jane Smith,2024-05-08,Yuki Tanaka,Client canceled,0
2024-03-27,CUST830,MASSAGE,15,Sofia Chen,2023-12-04,Amit Patel,Staff unavailable,114
2024-10-16,CUST906,MAKEUP,40,Ravi Kumar,2023-11-30,Yuki Tanaka,Rescheduled,321
2024-09-01,CUST661,MAKEUP,85,John Doe,2024-01-17,Yuki Tanaka,Staff unavailable,228
2024-01-09,CUST451,SPATREATMENT,80,Sarah Wilson,2024-01-02,Sarah Wilson,Staff unavailable,7
2024-09-19,CUST615,EYEBROWTHREADING,60,Priya Sharma,2024-09-19,Emily Davis,Rescheduled,0
2024-02-06,CUST775,HAIRCUT,120,Amit Patel,2024-02-06,Mei Ling,Rescheduled,0
2024-09-07,CUST418,HAIRSTYLING,15,Michael Brown,2024-09-07,Sarah Wilson,Double-booked,0
2024-10-14,CUST639,MASSAGE,35,Jane Smith,2024-03-03,Sarah Wilson,Emergency closure,225
2024-05-19,CUST900,MASSAGE,25,Kunal Joshi,2024-05-19,Takeshi Yamada,Emergency closure,0
2024-10-09,CUST046,MAKEUP,120,Takeshi Yamada,2024-07-01,Michael Brown,Double-booked,100
2024-01-06,CUST686,FACIAL,45,Michael Brown,2024-01-06,Takeshi Yamada,Staff unavailable,0
2024-08-02,CUST895,SPATREATMENT,55,John Doe,2024-01-19,Michael Brown,Staff unavailable,196
2024-08-31,CUST505,MANICURE,15,Ravi Kumar,2024-08-31,Priya Sharma,Client no-show,0
2024-01-30,CUST884,HAIRSTYLING,25,Jane Smith,2023-10-30,John Doe,Client no-show,92
2024-03-11,CUST278,HAIRCOLOR,15,Kunal Joshi,2023-11-30,Ravi Kumar,Emergency closure,102
2024-10-21,CUST007,NAILART,60,Jane Smith,2024-06-04,Mei Ling,Double-booked,139
2024-04-23,CUST562,FACIAL,45,Mei Ling,2024-04-23,Emily Davis,Service issue,0
2024-01-29,CUST887,HAIRCOLOR,70,Sarah Wilson,2024-01-29,Priya Sharma,Service issue,0
2024-05-10,CUST785,FACIAL,15,Jane Smith,2023-11-06,Kunal Joshi,Double-booked,186
2024-08-05,CUST832,FACIAL,35,Li Wei,2024-05-28,Yuki Tanaka,Client no-show,69
2024-10-01,CUST850,FACIAL,15,Mei Ling,2023-12-19,Jane Smith,Emergency closure,287
2024-06-04,CUST693,MAKEUP,80,Mei Ling,2024-01-20,Emily Davis,Emergency closure,136
2024-06-07,CUST890,SPATREATMENT,120,John Doe,2024-01-28,John Doe,Client no-show,131
2024-08-13,CUST777,MANICURE,120,Li Wei,2024-08-13,Amit Patel,Service issue,0
2024-02-22,CUST864,FACIAL,60,Emily Davis,2024-02-21,Li Wei,Client canceled,1
2024-04-07,CUST694,PEDICURE,35,Michael Brown,2023-12-30,Li Wei,Client canceled,99
2024-04-06,CUST532,EYEBROWTHREADING,45,Takeshi Yamada,2024-04-06,Ravi Kumar,Client no-show,0
2024-07-01,CUST832,HAIRCOLOR,100,Ravi Kumar,2024-07-01,Li Wei,Client canceled,0
2024-07-11,CUST082,HAIRCUT,35,Anjali Singh,2024-07-11,Li Wei,Rescheduled,0
2024-01-23,CUST154,WAXING,120,Michael Brown,2023-12-18,Jane Smith,Double-booked,36
2024-07-31,CUST621,NAILART,80,Jane Smith,2024-07-31,Sofia Chen,Double-booked,0
2024-04-14,CUST385,MAKEUP,70,Ravi Kumar,2024-04-14,Takeshi Yamada,Client no-show,0
2024-06-28,CUST216,HAIRSTYLING,60,Amit Patel,2024-06-28,Amit Patel,Staff unavailable,0
2024-09-28,CUST185,BODYSCRUB,100,Emily Davis,2024-09-28,Takeshi Yamada,Service issue,0
